NX_Q03164,2212
NX_P50851,2212
NX_O15027,2198
NX_Q7Z408,2193
NX_Q09472,2185
NX_Q9UKN1,2174
NX_Q5SZK8,2172
NX_P07814,2170
NX_Q9NRC6,2163
NX_P10809,2162
NX_P11717,2159
NX_O95359,2157
NX_P0C0L4,2153
NX_Q8NFC6,2147
NX_P01031,2143
NX_P18206,2135
NX_Q2LD37,2111
NX_Q9NZM1,2109
NX_Q4G0P3,2107
NX_P18583,2101
NX_Q96L91,2098
NX_P13533,2096
NX_Q6ZRS2,2094
NX_P27708,2074
NX_Q9C0C2,2073
NX_Q9BTC0,2073
NX_Q02388,2072
NX_Q9Y520,2071
NX_P22314,2061
NX_Q5UIP0,2060
NX_O60437,2059
NX_P12882,2058
NX_Q12888,2058
NX_P08603,2056
NX_O75643,2055
NX_P00734,2053
NX_Q9UKN7,2053
NX_P42704,2052
NX_P21359,2045
NX_Q9UKX2,2031
NX_Q9NYQ6,2027
NX_Q75N90,2024
NX_Q9NR99,2019
NX_P11277,2019
NX_Q9Y4G6,2019
NX_P13639,2015
NX_Q04637,2015
NX_Q96QU1,2003
NX_Q9H4A3,2001
NX_Q92793,1999
NX_Q99698,1993
NX_Q05707,1989
NX_Q8WUY3,1988
NX_P19338,1984
NX_P14625,1981
NX_Q96JQ0,1981
NX_O43707,1979
NX_P49815,1979
NX_O00763,1977
NX_O15020,1976
NX_Q9NY15,1975
NX_Q00839,1970
NX_Q14524,1967
NX_P0C0L5,1965
NX_P02787,1964
NX_Q9UGM3,1964
NX_P08670,1960
NX_P04406,1957
NX_P13569,1955
NX_Q9H2D6,1954
NX_Q7Z406,1954
NX_P60709,1952
NX_Q70CQ2,1949
NX_O75923,1945
NX_P12259,1943
NX_Q15772,1943
NX_Q9NYF8,1943
NX_Q15746,1938
NX_P05412,1934
NX_Q8WWQ8,1932
NX_Q8IWI9,1931
NX_Q96RL7,1926
NX_O95425,1926
NX_Q5VT06,1925
NX_P09874,1925
NX_P55072,1922
NX_P48634,1921
NX_P40692,1921
NX_Q9Y485,1912
NX_P11142,1905
NX_Q9HCU4,1904
NX_Q9HBL0,1903
NX_O15417,1903
NX_O75962,1902
NX_Q5D862,1902
NX_Q6V1P9,1900
NX_P46100,1898
NX_Q9P2E9,1897
NX_O00468,1895
NX_P06733,1892
NX_Q9P2D1,1889
NX_Q9BYK8,1884
NX_Q9Y493,1881
NX_P06396,1879
NX_P42345,1877
NX_P16144,1875
NX_Q7Z5N4,1869
NX_Q07283,1860
NX_O43149,1857
NX_P14410,1855
NX_Q5T011,1853
NX_Q14160,1848
NX_P35658,1846
NX_Q14573,1845
NX_Q8IUG5,1837
NX_P02545,1832
NX_P11021,1826
NX_Q6UB99,1826
NX_Q7Z7M0,1823
NX_Q7Z333,1823
NX_P54296,1816
NX_P15822,1813
NX_Q5JSZ5,1806
NX_Q9Y623,1805
NX_O43451,1802
NX_Q6WRI0,1801
NX_Q99973,1796
NX_Q92817,1796
NX_Q12830,1794
NX_P53396,1792
NX_O15018,1790
NX_P16157,1784
NX_P12814,1783
NX_Q13439,1782
NX_O75970,1781
NX_Q5CZC0,1778
NX_O95180,1778
NX_Q9Y4A5,1775
NX_Q07157,1774
NX_Q02952,1773
NX_Q13263,1764
NX_O60229,1764
NX_Q8WYP5,1758
NX_Q8TDJ6,1757
NX_P02671,1756
NX_Q8WWI1,1756
NX_Q9NYQ7,1756
NX_P35498,1755
NX_Q92673,1754
NX_Q9UM47,1751
NX_P07942,1750
NX_O14497,1749
NX_P13535,1747
NX_P23468,1746
NX_Q12923,1744
NX_Q6P2Q9,1735
NX_Q96Q15,1733
NX_Q6KC79,1731
NX_Q14676,1730
NX_A2RRP1,1726
NX_P11137,1726
NX_Q71U36,1720
NX_Q14839,1717
NX_Q8IVL0,1715
NX_O75691,1713
NX_Q8IZY2,1713
NX_P12107,1712
NX_P78363,1712
NX_O94915,1711
NX_P63261,1709
NX_P56715,1709
NX_Q9BYW2,1708
NX_Q7RTP6,1707
NX_Q6ZNJ1,1706
NX_Q5T5P2,1705
NX_O95071,1704
NX_O75376,1702
NX_Q8NG31,1699
NX_P00451,1698
NX_Q8IVL1,1698
NX_P23471,1695
NX_P48681,1694
NX_Q08211,1683
NX_Q86VF2,1682
NX_P52948,1682
NX_Q14203,1681
NX_P00747,1680
NX_Q8NF50,1680
NX_Q14643,1678
NX_A6NMZ7,1677
NX_Q8IZQ1,1673
NX_P20908,1666
NX_Q07864,1662
NX_Q5VWN6,1659
NX_P68104,1657
NX_O15021,1650
NX_Q9BQE3,1649
NX_P39060,1649
NX_P49750,1649
NX_Q92614,1648
NX_Q12906,1648
NX_Q9P273,1648
NX_P10586,1645
NX_Q14152,1645
NX_Q5H8C1,1643
NX_Q8NFP9,1643
NX_P35222,1642
NX_Q8TDX9,1642
NX_Q8TEM1,1639
NX_P49790,1637
NX_P30101,1636
NX_Q9BQG0,1633
NX_Q14966,1632
NX_Q9H583,1632
NX_Q6N022,1625
NX_Q14571,1625
NX_P29401,1624
NX_P02461,1622
NX_P08922,1622
NX_Q5T1R4,1622
NX_P55268,1621
NX_P08123,1621
NX_Q5VUA4,1620
NX_P06748,1619
NX_Q9UKX3,1619
NX_Q96Q06,1614
NX_Q14697,1613
NX_A5YKK6,1613
NX_Q13576,1611
NX_P29590,1610
NX_P13010,1608
NX_P98088,1607
NX_P11388,1607
NX_Q12789,1606
NX_Q9NR48,1600
NX_Q9BXT5,1600
NX_Q9NT68,1600
NX_P38646,1598
NX_Q86UP2,1598
NX_Q7Z7A1,1598
NX_Q96M86,1595
NX_P55196,1594
NX_Q13459,1594
NX_Q13402,1590
NX_Q16363,1588
NX_Q7KZF4,1586
NX_Q13085,1586
NX_O60673,1585
NX_Q8IY92,1583
NX_Q13428,1583
NX_Q9Y5Y9,1582
NX_Q8IWZ3,1580
NX_Q9Y3R5,1580
NX_Q9UGU0,1579
NX_P04626,1579
NX_O00555,1578
NX_Q5JRA6,1577
NX_Q5T1H1,1575
NX_Q9P1Y6,1575
NX_P11047,1575
NX_Q13748,1574
NX_Q8N201,1574
NX_Q02224,1573
NX_Q15652,1572
NX_Q96JI7,1571
NX_Q9HD67,1570
NX_Q9Y4B5,1569
NX_Q6UVK1,1567
NX_O00159,1567
NX_Q86UK0,1564
NX_O75179,1561
NX_Q68DK2,1560
NX_Q8IZF6,1560
NX_Q9P219,1560
NX_Q9C0G6,1560
NX_Q96L73,1553
NX_Q9UKV3,1551
NX_Q6PIF6,1550
NX_P10721,1549
NX_O75417,1548
NX_P00519,1547
NX_Q08378,1547
NX_O60333,1546
NX_P04264,1545
NX_Q04721,1545
NX_A6H8Y1,1543
NX_P11055,1542
NX_O15050,1541
NX_Q92621,1538
NX_P34932,1538
NX_Q96PE2,1537
NX_P11586,1537
NX_Q8N4C6,1536
NX_Q9BXP8,1535
NX_Q9Y4K1,1535
NX_Q15858,1534
NX_Q5VU43,1534
NX_Q14008,1533
NX_P53621,1532
NX_Q96QB1,1532
NX_Q8TF72,1532
NX_Q86VP6,1530
NX_Q8TEP8,1528
NX_Q92954,1528
NX_Q96JM2,1528
NX_Q92608,1528
NX_Q9HC10,1527
NX_P49588,1527
NX_P23467,1527
NX_Q92878,1525
NX_P07437,1523
NX_B2RTY4,1523
NX_P00751,1523
NX_O75165,1523
NX_Q9GZU2,1522
NX_P08581,1517
NX_O60522,1515
NX_P07996,1512
NX_Q9Y2F5,1511
NX_Q9ULV0,1511
NX_P43243,1511
NX_Q9ULT8,1510
NX_Q8IWT3,1510
NX_O15067,1510
NX_Q92766,1507
NX_P12110,1507
NX_Q99459,1506
NX_Q15643,1505
NX_Q7Z5J4,1505
NX_P05787,1505
NX_Q6N021,1504
NX_Q13535,1501
NX_O75147,1501
NX_O15031,1500
NX_Q8NFD5,1500
NX_O60292,1499
NX_Q3L8U1,1498
NX_Q8TD26,1496
NX_Q8N3C0,1495
NX_P12956,1495
NX_Q14624,1495
NX_Q13023,1492
NX_P02788,1492
NX_P27797,1491
NX_Q702N8,1491
NX_P07237,1491
NX_O60281,1490
NX_Q4ZHG4,1489
NX_O15078,1488
NX_Q92576,1488
NX_P19320,1487
NX_P61978,1487
NX_Q9P212,1486
NX_P59510,1484
NX_Q13698,1484
NX_Q8NB66,1484
NX_O75533,1484
NX_Q9NYU2,1483
NX_P05067,1482
NX_O15061,1482
NX_Q2M3C7,1480
NX_Q16531,1479
NX_P52179,1479
NX_Q14690,1479
NX_Q9Y3S1,1477
NX_Q14767,1476
NX_Q14766,1475
NX_P41252,1474
NX_Q58EX2,1471
NX_Q02880,1470
NX_P26358,1470
NX_P51610,1468
NX_Q9BX66,1468
NX_A3KMH1,1467
NX_Q6Q759,1466
NX_Q96BY6,1466
NX_Q9BV73,1465
NX_O60716,1465
NX_P68371,1464
NX_Q96SN8,1463
NX_Q9Y6N7,1461
NX_Q96HP0,1461
NX_P19838,1461
NX_P12821,1456
NX_P68363,1455
NX_Q14686,1454
NX_Q14896,1454
NX_Q9P281,1454
NX_P51532,1454
NX_Q13936,1452
NX_P08183,1452
NX_Q9NQC3,1449
NX_Q5JR59,1447
NX_P31629,1447
NX_A7E2Y1,1447
NX_O15438,1447
NX_Q15303,1446
NX_P08133,1445
NX_Q5TBA9,1444
NX_Q5T5U3,1444
NX_P10071,1444
NX_Q6YHU6,1441
NX_Q9P2J5,1441
NX_O95477,1441
NX_Q96N67,1440
NX_Q8NFW1,1439
NX_P35968,1439
NX_P03372,1439
NX_Q92538,1437
NX_Q9UM73,1437
NX_Q9UFH2,1433
NX_Q9NQX4,1432
NX_Q15075,1431
NX_Q9HCH5,1431
NX_Q92794,1431
NX_O60318,1430
NX_Q7Z6E9,1429
NX_P06576,1429
NX_P35670,1428
NX_P15311,1428
NX_P04075,1427
NX_P19823,1426
NX_P11498,1425
NX_P55265,1424
NX_P00918,1423
NX_Q5VZ89,1423
NX_Q9C0F0,1422
NX_P27824,1422
NX_Q8NDV7,1420
NX_Q9H254,1420
NX_P53675,1420
NX_Q9UMN6,1420
NX_Q9UMS6,1419
NX_P62993,1419
NX_Q93074,1419
NX_O60469,1418
NX_Q12873,1418
NX_Q9NZ56,1414
NX_O75443,1414
NX_E9PAV3,1413
NX_Q9NQT8,1413
NX_Q14112,1412
NX_P17927,1412
NX_P68871,1409
NX_O14976,1409
NX_Q13332,1407
NX_Q86VF7,1406
NX_P01106,1406
NX_Q9Y6J0,1406
NX_Q14678,1403
NX_Q14974,1403
NX_Q8NI35,1402
NX_Q96RT7,1402
NX_O60885,1402
NX_Q00975,1400
NX_Q00341,1400
NX_O95248,1399
NX_P35573,1398
NX_Q9BZC7,1398
NX_P0DMV8,1397
NX_Q68CZ2,1397
NX_Q01813,1397
NX_Q5VW36,1396
NX_O43166,1396
NX_O43157,1393
NX_P49321,1392
NX_O00410,1390
NX_O94875,1390
NX_P00558,1390
NX_P08575,1389
NX_Q13200,1386
NX_P50748,1384
NX_P63104,1384
NX_Q9UDY2,1383
NX_P68032,1383
NX_P43146,1382
NX_Q9UM54,1382
NX_Q13045,1381
NX_Q9UKZ4,1381
NX_Q2KJY2,1378
NX_Q02505,1377
NX_Q9Y4F5,1377
NX_Q96Q89,1376
NX_Q9BZZ2,1376
NX_O43345,1376
NX_Q9H7D0,1376
NX_Q06278,1375
NX_P40939,1375
NX_Q8NEV8,1375
NX_P52272,1375
NX_Q8WUM4,1375
NX_Q3ZCN5,1374
NX_Q5T200,1374
NX_Q9C093,1374
NX_Q5RHP9,1373
NX_Q15063,1373
NX_Q14687,1372
NX_O14578,1372
NX_P20742,1372
NX_Q9HCM2,1370
NX_O75197,1370
NX_Q9HCM3,1370
NX_P35609,1369
NX_O00533,1368
NX_P10253,1367
NX_O94813,1367
NX_A7KAX9,1367
NX_P68366,1366
NX_P01009,1366
NX_P01130,1364
NX_O94979,1364
NX_Q12809,1364
NX_Q96KV7,1364
NX_P12830,1364
NX_P78371,1363
NX_P25705,1363
NX_Q9C0G0,1363
NX_Q9NSI6,1362
NX_Q9HCE0,1361
NX_Q15878,1359
NX_P19827,1359
NX_Q8WX93,1358
NX_Q6ZQQ2,1357
NX_P13667,1357
NX_Q12879,1357
NX_Q9Y4L1,1356
NX_Q05682,1355
NX_P08519,1354
NX_P35221,1354
NX_Q9HCK8,1354
NX_Q9UIF8,1353
NX_P13671,1353
NX_Q8IZJ3,1352
NX_Q9HCK1,1352
NX_Q93009,1349
NX_Q96RK0,1349
NX_P51659,1348
NX_Q8TDM6,1347
NX_Q9ULD2,1346
NX_P36776,1346
NX_P07355,1345
NX_Q15648,1345
NX_P53804,1345
NX_P47989,1345
NX_P26640,1345
NX_P15144,1344
NX_Q9P2N4,1344
NX_P33527,1344
NX_P10275,1343
NX_P22102,1343
NX_Q9UI33,1342
NX_Q4ZG55,1341
NX_P07949,1341
NX_A4D0S4,1341
NX_P06213,1340
NX_Q9UPQ0,1340
NX_Q8WYB5,1340
NX_P22626,1338
NX_Q0VDD8,1338
NX_Q9HCD6,1337
NX_Q86TB3,1337
NX_Q7Z2Z1,1336
NX_O15013,1336
NX_Q9H792,1336
NX_P51531,1335
NX_Q9NTJ3,1335
NX_O60449,1335
NX_Q9C0D5,1335
NX_P21860,1334
NX_O15047,1334
NX_Q96L96,1333
NX_P11216,1333
NX_P68133,1331
NX_Q8TEW0,1331
NX_Q9UKA4,1331
NX_Q9UHC6,1329
NX_Q9UPY3,1329
NX_O15085,1329
NX_Q03468,1328
NX_Q9Y6D5,1328
NX_Q92900,1328
NX_Q9H3S7,1328
NX_P06744,1327
NX_Q93008,1327
NX_O75581,1327
NX_A6NHR9,1326
NX_Q8TD84,1325
NX_Q96QZ7,1325
NX_P35527,1325
NX_Q9BX84,1325
NX_Q9BZ29,1324
NX_Q9UHB6,1324
NX_Q12931,1323
NX_P60484,1323
NX_P02462,1322
NX_Q86U86,1322
NX_P46379,1321
NX_P30153,1321
NX_P08069,1320
NX_Q99466,1319
NX_P30622,1319
NX_P04350,1319
NX_Q4AC94,1318
NX_Q99250,1318
NX_Q14185,1317
NX_Q9NZM3,1315
NX_Q86VV8,1315
NX_Q08379,1315
NX_Q9Y6N6,1315
NX_Q2TAZ0,1314
NX_Q9ULI4,1314
NX_Q9Y6R7,1312
NX_Q96BY7,1312
NX_O00443,1312
NX_Q9HCM1,1312
NX_P58397,1311
NX_Q9UPX8,1311
NX_Q9H2Y7,1311
NX_Q9Y4I1,1310
NX_Q9Y2W1,1310
NX_P0DMV9,1309
NX_Q5SRE5,1309
NX_P69905,1309
NX_Q6P0Q8,1308
NX_Q6PKG0,1308
NX_Q9UPZ6,1308
NX_P25940,1308
NX_Q9UIF9,1306
NX_O60506,1305
NX_Q5TH69,1305
NX_O15118,1305
NX_P62736,1305
NX_Q7Z460,1305
NX_P35568,1305
NX_P14543,1304
NX_Q9NQW6,1304
NX_Q8TCU6,1304
NX_P26599,1304
NX_Q7Z745,1303
NX_P10070,1303
NX_Q9Y5S2,1302
NX_Q7KZ85,1302
NX_Q5SW79,1302
NX_P35499,1301
NX_P08684,1300
NX_Q9UQ26,1300
NX_Q8IWJ2,1300
NX_O15015,1299
NX_Q9H799,1299
NX_O43491,1299
NX_Q8N2S1,1298
NX_Q14247,1298
NX_Q14126,1296
NX_Q8IZC6,1296
NX_Q96T23,1296
NX_P08572,1294
NX_Q6ZU64,1294
NX_O60732,1293
NX_Q63HR2,1292
NX_O60841,1292
NX_Q9BXM0,1292
NX_Q9Y2I6,1292
NX_A6NKB5,1291
NX_Q13009,1291
NX_Q8TEQ6,1291
NX_Q86UR5,1291
NX_P05783,1290
NX_Q96RY7,1290
NX_Q92626,1289
NX_Q3V6T2,1288
NX_Q14C86,1287
NX_P50570,1287
NX_O75128,1286
NX_Q9UPU5,1285
NX_Q7Z4S6,1285
NX_Q8N6G6,1285
NX_Q9Y2J2,1284
NX_P82987,1283
NX_Q6UB98,1283
NX_P33991,1282
NX_Q9P2F8,1282
NX_Q8NFU7,1281
NX_Q9UIW2,1281
NX_Q14667,1281
NX_P12109,1280
NX_Q68DN1,1280
NX_Q96JG9,1280
NX_Q13635,1279
NX_P10643,1279
NX_P42336,1279
NX_Q5JPB2,1279
NX_P50990,1279
NX_O43497,1279
NX_Q8IZX4,1279
NX_Q8IYW2,1278
NX_P06756,1278
NX_Q9P2P6,1278
NX_Q5JRX3,1276
NX_Q9BSJ8,1275
NX_Q99590,1274
NX_Q9NTG1,1274
NX_P05556,1273
NX_P06737,1273
NX_Q9ULH0,1272
NX_O14980,1272
NX_P19174,1272
NX_Q9BQS8,1269
NX_Q92887,1269
NX_P13645,1269
NX_Q8N3V7,1269
NX_P10636,1266
NX_Q16666,1266
NX_Q6ZRV2,1266
NX_Q13029,1265
NX_O94759,1265
NX_P63267,1264
NX_O75051,1262
NX_P23142,1262
NX_O00411,1260
NX_Q9Y238,1260
NX_Q460N5,1260
NX_P11940,1259
NX_Q9P2D8,1259
NX_Q6ZUB1,1257
NX_Q5T5Y3,1257
NX_O60303,1257
NX_Q3T8J9,1256
NX_O15360,1256
NX_P82279,1255
NX_Q96RV3,1255
NX_Q01668,1254
NX_Q27J81,1254
NX_Q6YHK3,1254
NX_Q14669,1254
NX_Q6XZF7,1253
NX_A8TX70,1253
NX_Q96RT1,1253
NX_Q9ULL5,1253
NX_Q9NYV4,1253
NX_Q70Z35,1252
NX_P02786,1252
NX_Q9Y6Q9,1251
NX_Q14999,1251
NX_O43379,1250
NX_Q9P266,1249
NX_Q9BVA1,1248
NX_P31939,1248
NX_Q9UPN4,1248
NX_O75095,1247
NX_Q49AJ0,1247
NX_O75161,1247
NX_Q15811,1247
NX_P27986,1246
NX_P05023,1246
NX_Q16643,1246
NX_Q12756,1244
NX_O60242,1243
NX_Q9UG01,1243
NX_Q5THR3,1243
NX_P09619,1242
NX_P26038,1241
NX_P29692,1241
NX_P33993,1240
NX_Q6Y7W6,1240
NX_Q9H9B1,1240
NX_P01019,1240
NX_Q9UL54,1239
NX_P16885,1239
NX_Q13885,1239
NX_O95602,1238
NX_Q9Y2I7,1238
NX_P28290,1238
NX_Q12882,1237
NX_Q9HCK4,1237
NX_P39059,1236
NX_Q8NEV4,1235
NX_Q76NI1,1235
NX_Q13573,1235
NX_Q92824,1234
NX_Q14191,1234
NX_Q15393,1234
NX_P23634,1233
NX_Q92752,1233
NX_Q32MZ4,1233
NX_Q9UPQ9,1233
NX_P61769,1233
NX_O60293,1232
NX_O75096,1232
NX_P48643,1232
NX_Q5HYC2,1232
NX_Q9UBG0,1232
NX_P25205,1232
NX_A6NC98,1231
NX_O95163,1231
NX_Q0VF96,1230
NX_O75694,1230
NX_Q8WXG6,1230
NX_P55060,1230
NX_Q9NVI1,1229
NX_P42356,1229
NX_Q9Y4D7,1229
NX_P17844,1229
NX_P49368,1228
NX_P29400,1228
NX_Q9Y566,1227
NX_Q14997,1227
NX_Q8N163,1225
NX_O60674,1225
NX_Q04656,1225
NX_P49736,1223
NX_Q9H1H9,1223
NX_O15054,1222
NX_Q2PPJ7,1222
NX_Q15021,1221
NX_P54132,1221
NX_A1KZ92,1221
NX_O76024,1220
NX_P35442,1219
NX_O76041,1219
NX_P13647,1219
NX_Q8IYD8,1219
NX_Q4KWH8,1219
NX_O75094,1218
NX_O75882,1218
NX_P04083,1217
NX_Q8N1I0,1217
NX_P14866,1217
NX_O14522,1215
NX_P46934,1215
NX_P21399,1215
NX_Q86VI3,1214
NX_Q9Y2K3,1214
NX_Q8WZ64,1214
NX_P33176,1214
NX_Q9BXW9,1214
NX_O60610,1213
NX_Q99798,1213
NX_P08195,1212
NX_O95255,1212
NX_Q9NTI5,1212
NX_Q14289,1211
NX_Q14764,1211
NX_Q96P48,1211
NX_Q13435,1210
NX_Q99569,1210
NX_P50991,1210
NX_P01857,1209
NX_P02458,1209
NX_Q9BXX3,1209
NX_Q8WWM7,1209
NX_O43432,1208
NX_P98095,1208
NX_Q8WUM0,1208
NX_P01042,1207
NX_Q14683,1207
NX_P20810,1207
NX_Q6S8J3,1206
NX_P31948,1206
NX_Q15058,1206
NX_Q04912,1206
NX_Q12913,1206
NX_Q01118,1205
NX_Q99758,1204
NX_Q96RG2,1203
NX_P41250,1203
NX_Q6PL18,1202
NX_P53420,1201
NX_O75153,1201
NX_P02774,1201
NX_Q9P2D3,1201
NX_Q9UQP3,1201
NX_P14923,1200
NX_Q8NEY1,1200
NX_Q5VTT5,1200
NX_Q13796,1200
NX_Q86UU1,1200
NX_Q92598,1200
NX_P17948,1200
NX_Q8IVF5,1199
NX_Q68DE3,1199
NX_Q9UHV7,1199
NX_Q07912,1199
NX_Q9P2M7,1199
NX_O00571,1198
NX_O00512,1197
NX_P02675,1197
NX_Q7LBC6,1196
NX_P21802,1196
NX_O75116,1196
NX_Q8IYB3,1196
NX_Q86UU0,1195
NX_P54098,1195
NX_P45974,1194
NX_Q76LX8,1193
NX_Q12797,1193
NX_O14513,1193
NX_Q92508,1193
NX_Q86SQ0,1193
NX_Q66K74,1193
NX_Q13201,1192
NX_O95996,1192
NX_Q15596,1191
NX_Q07889,1191
NX_Q8IZD2,1191
NX_P34931,1191
NX_P16234,1190
NX_Q9UKK3,1190
NX_Q9Y6X6,1190
NX_P20700,1190
NX_O14795,1190
NX_O94822,1190
NX_P54652,1189
NX_P35908,1189
NX_P11274,1189
NX_Q09428,1188
NX_Q13219,1188
NX_P01011,1188
NX_Q9Y6K1,1186
NX_P59047,1185
NX_P55884,1185
NX_Q9P2R6,1185
NX_O60312,1185
NX_Q9UHF7,1185
NX_O94856,1185
NX_Q9UKP4,1185
NX_O60343,1185
NX_P20702,1185
NX_Q9NY46,1184
NX_P23246,1182
NX_P06400,1181
NX_Q8TDI0,1181
NX_O14617,1181
NX_Q15262,1181
NX_Q9UPT8,1179
NX_Q5SXM2,1178
NX_Q6ZNL6,1178
NX_Q92547,1176
NX_Q8IUX7,1176
NX_Q96PN6,1176
NX_Q15788,1175
NX_P48740,1174
NX_P11413,1174
NX_Q6R327,1174
NX_O95153,1174
NX_Q96JM4,1174
NX_O94761,1173
NX_P29475,1173
NX_Q6ZU80,1172
NX_O60341,1172
NX_Q9C0A0,1172
NX_Q14444,1172
NX_Q6GYQ0,1171
NX_Q5VU65,1171
NX_Q38SD2,1171
NX_Q5TZA2,1171
NX_Q99832,1170
NX_Q8WWQ0,1170
NX_Q05397,1170
NX_Q86YC2,1170
NX_Q8IZH2,1170
NX_P04792,1169
NX_P29317,1169
NX_Q68DA7,1168
NX_O94986,1168
NX_P42694,1168
NX_Q92797,1167
NX_O75129,1167
NX_Q9UIG0,1167
NX_Q86TC9,1167
NX_P47897,1167
NX_Q86YV5,1167
NX_Q8IY21,1166
NX_Q14674,1166
NX_P53618,1166
NX_Q9BX63,1166
NX_P00338,1165
NX_P09651,1165
NX_Q69YN4,1165
NX_Q9UGL1,1165
NX_Q9UMD9,1165
NX_P13796,1164
NX_P19367,1164
NX_Q13751,1164
NX_Q8TAQ2,1164
NX_Q6ZS30,1164
NX_Q99460,1164
NX_Q92859,1163
NX_Q5JQC9,1162
NX_Q96KQ7,1162
NX_P23470,1162
NX_Q14157,1162
NX_Q9H0J4,1162
NX_Q13423,1162
NX_Q63ZY3,1162
NX_Q86YW9,1161
NX_Q92823,1161
NX_Q8TDY2,1161
NX_Q8WZ74,1161
NX_Q7L576,1161
NX_P29474,1161
NX_P09871,1161
NX_Q15029,1160
NX_Q14005,1160
NX_P21980,1160
NX_P17987,1160
NX_P26639,1159
NX_Q9UQE7,1159
NX_Q6WKZ4,1159
NX_Q9NSE4,1159
NX_Q6DT37,1159
NX_P07197,1159
NX_A5A3E0,1158
NX_Q5VT25,1158
NX_P01008,1157
NX_Q6ZVL6,1157
NX_Q86V15,1157
NX_Q86UK5,1157
NX_Q9Y678,1156
NX_Q9Y6D6,1156
NX_Q71F56,1156
NX_Q5K651,1155
NX_Q12959,1154
NX_Q15020,1153
NX_Q13136,1153
NX_Q8NDA2,1153
NX_P11217,1153
NX_P48736,1153
NX_Q9NR16,1153
NX_Q6ZR08,1153
NX_Q9H0B3,1152
NX_O95347,1150
NX_Q14151,1150
NX_Q86UL8,1150
NX_O96017,1150
NX_P16435,1150
NX_P53355,1149
NX_Q9NRD8,1149
NX_Q08J23,1149
NX_Q92841,1148
NX_P05164,1148
NX_Q5JWR5,1147
NX_Q8TEU7,1147
NX_O75083,1147
NX_Q9ULU4,1147
NX_Q12769,1147
NX_P28340,1146
NX_Q7Z3K3,1145
NX_O15056,1145
